time,open,high,low,close,volume
2022-02-25 6:00:00,161.85,162.28,161.74,162.07,32231
2022-02-25 5:00:00,162.79,162.79,160.53,161.82,53110
2022-02-24 20:00:00,160.99,162.5,160.96,161.25,143994
2022-02-24 19:00:00,161.95,161.95,160.75,160.98,141824
2022-02-24 18:00:00,162.28,162.74,161.91,162.16,134868
2022-02-24 17:00:00,162.74,162.74,161.25,162.17,3533220
2022-02-24 16:00:00,160.5,162.85,157.48,162.77,20032534
2022-02-24 15:00:00,158.83,160.91,158.29,160.49,12097932
2022-02-24 14:00:00,157.16,159.93,156.91,158.84,10484501
2022-02-24 13:00:00,158.43,158.83,156.7,157.18,11235885
2022-02-24 12:00:00,156.91,158.68,155.12,158.44,14127719
2022-02-24 11:00:00,156.48,157.8,154.96,156.91,23423355
2022-02-24 10:00:00,153.82,156.91,151.9,156.4829,28809286
2022-02-24 9:00:00,155.1001,156.5,152.75,153.8,3921400
2022-02-24 8:00:00,155.83,155.98,152.85,153.58,1246620
2022-02-24 7:00:00,155,155.91,154.13,155.83,250258
2022-02-24 6:00:00,155.51,156.06,154.71,154.83,194536
2022-02-24 5:00:00,158.1,158.1,155,155.59,251306
2022-02-23 20:00:00,160.33,160.49,159.1,159.21,203677
2022-02-23 19:00:00,159.93,160.56,159.7,160.32,180879
2022-02-23 18:00:00,159.93,160.07,159.57,159.81,162588
2022-02-23 17:00:00,160.07,160.83,159.91,160,6118850
2022-02-23 16:00:00,160.955,161.07,159.75,160.17,22180728
2022-02-23 15:00:00,162.2,162.435,160.685,160.96,9629368
2022-02-23 14:00:00,163.3,163.3,161.82,162.205,7824106
2022-02-23 13:00:00,163.84,164.47,163.19,163.3,6176102
2022-02-23 12:00:00,163.45,163.99,162.77,163.84,8366912
2022-02-23 11:00:00,164.52,164.66,163.31,163.4585,9600681
2022-02-23 10:00:00,165.84,166.15,164.39,164.525,10197909
2022-02-23 9:00:00,165.4899,166.49,165.38,165.87,878429
2022-02-23 8:00:00,165.28,166.02,165.22,165.94,102297
2022-02-23 7:00:00,165.52,165.56,165.08,165.27,16934
2022-02-23 6:00:00,166,166,165.42,165.62,20705
2022-02-23 5:00:00,166,166.24,165.8,165.98,51616
2022-02-22 20:00:00,165.43,165.47,165.13,165.45,47598
2022-02-22 19:00:00,164.98,165.47,164.82,165.26,59124
2022-02-22 18:00:00,164.65,165.04,164.57,165.02,50404
2022-02-22 17:00:00,164.32,165.47,164.32,164.6,4527151
2022-02-22 16:00:00,164.21,165.3586,163.45,164.3,15004839
2022-02-22 15:00:00,162.93,164.47,162.15,164.2,13038020
2022-02-22 14:00:00,164.12,164.365,162.73,162.935,7621778
2022-02-22 13:00:00,164.68,165.045,163.9,164.1,7087257
2022-02-22 12:00:00,164.67,165.32,164.41,164.695,9305278
2022-02-22 11:00:00,165.72,166.69,164.5703,164.66,11687291
2022-02-22 10:00:00,165.9023,166.5,163.85,165.71,14599878
2022-02-22 9:00:00,165.5109,167.718,160,165.9,1450848
2022-02-22 8:00:00,165.92,166.48,165.3,166.18,276533
2022-02-22 7:00:00,166,166.15,165.5,165.9,29102
2022-02-22 6:00:00,163.84,166.6,163.71,165.99,100366
2022-02-22 5:00:00,166,166,162.24,163.84,191364
2022-02-18 20:00:00,166.49,166.53,166.3,166.5,39934
2022-02-18 19:00:00,166.81,166.88,166.32,166.47,52934
2022-02-18 18:00:00,167.41,167.42,166.8,166.8,120615
2022-02-18 17:00:00,167.42,167.56,167.13,167.39,3689558
2022-02-18 16:00:00,168.29,168.6556,166.76,167.6,14427830
2022-02-18 15:00:00,167.06,168.66,167.03,168.2901,8751225
2022-02-18 14:00:00,166.67,167.3,166.19,167.07,8281941
2022-02-18 13:00:00,167.29,168.0711,166.63,166.67,10227810
2022-02-18 12:00:00,168.04,168.36,167.21,167.3,8269487
2022-02-18 11:00:00,169.02,169.1154,167.67,168.06,9586580
2022-02-18 10:00:00,169.36,170.5413,167.97,169.01,11809733
2022-02-18 9:00:00,169.9899,170.99,168.67,169.49,388796
2022-02-18 8:00:00,169.8,170.07,169.76,169.9,66842
2022-02-18 7:00:00,169.99,170.1,169.61,169.8,22185
2022-02-18 6:00:00,169.8,170.05,169.6,169.89,16273
2022-02-18 5:00:00,169.84,169.91,169.58,169.78,16014
2022-02-17 20:00:00,169.05,169.11,168.52,168.84,66882
2022-02-17 19:00:00,168.95,169.15,168.75,169.06,73843
2022-02-17 18:00:00,169.03,169.11,168.81,168.95,67200
2022-02-17 17:00:00,168.88,171.580464,168.8,169.03,2922311
2022-02-17 16:00:00,169.51,169.54,168.47,168.92,15118925
2022-02-17 15:00:00,170.4299,170.43,169.31,169.51,7296336
2022-02-17 14:00:00,170.99,171.055,170.19,170.43,5290562
2022-02-17 13:00:00,171.205,171.2614,170.755,170.99,5161360
2022-02-17 12:00:00,171.34,171.6,171,171.2,6062555
2022-02-17 11:00:00,171.2,171.91,170.84,171.3401,11099104
2022-02-17 10:00:00,171.1,172.55,170.74,171.2006,7534862
2022-02-17 9:00:00,171.7701,172.19,170.9,171.1,607785
2022-02-17 8:00:00,171.5,172,171.42,171.9,64556
2022-02-17 7:00:00,171.45,171.5,171.42,171.5,2194
2022-02-17 6:00:00,171.45,171.6,171.4,171.58,5923
2022-02-17 5:00:00,172,172,171.29,171.42,21801
2022-02-16 20:00:00,172.11,172.3,172,172.17,36833
2022-02-16 19:00:00,172.35,172.55,172.09,172.12,38879
2022-02-16 18:00:00,172.16,172.55,172.16,172.3,97992
2022-02-16 17:00:00,172.55,172.63,172,172.13,3765791
2022-02-16 16:00:00,172.8721,173.34,172.31,172.55,11135319
2022-02-16 15:00:00,170.7691,172.88,170.54,172.88,10053862
2022-02-16 14:00:00,170.67,170.895,170.545,170.78,3177478
2022-02-16 13:00:00,171.1,171.41,170.18,170.675,4885737
2022-02-16 12:00:00,171.05,171.19,170.35,171.105,6147722
2022-02-16 11:00:00,170.575,171.22,170.265,171.04,7788037
2022-02-16 10:00:00,172.05,172.8612,170.05,170.575,9063286
2022-02-16 9:00:00,172.6899,173.221,171.88,172.06,515588
2022-02-16 8:00:00,172.71,172.74,171.95,172,95568
2022-02-16 7:00:00,172.5,172.7,172.35,172.7,7062
2022-02-16 6:00:00,172.5,172.54,172,172.54,12270
2022-02-16 5:00:00,173.05,173.2,171.99,172.7,27782
2022-02-15 20:00:00,172.25,172.3,171.88,171.9,105959
2022-02-15 19:00:00,172.37,172.4,172.2,172.22,24647
2022-02-15 18:00:00,172.26,172.79,172.25,172.28,1635355
2022-02-15 17:00:00,172.79,172.96,172.22,172.3,1651052
2022-02-15 16:00:00,171.99,172.95,171.72,172.8,12433710
2022-02-15 15:00:00,171.77,172.27,171.38,171.985,5659396
2022-02-15 14:00:00,170.57,172.04,170.53,171.77,5864726
2022-02-15 13:00:00,171.52,171.65,170.34,170.5699,6117816
2022-02-15 12:00:00,171.19,171.72,171.02,171.521,6173927
2022-02-15 11:00:00,170.89,171.36,170.48,171.18,8591676
2022-02-15 10:00:00,171.05,171.4506,170.25,170.88,9025004
2022-02-15 9:00:00,171.93,172.03,168.88,171.05,529611
2022-02-15 8:00:00,171.74,172.03,171.52,171.81,189494
2022-02-15 7:00:00,171.65,172.16,171.55,171.82,43940
2022-02-15 6:00:00,171.25,171.7,171.01,171.58,36790
2022-02-15 5:00:00,168.9,171.56,168.9,171.19,64693
2022-02-14 20:00:00,169.14,169.19,168.63,168.87,50909
2022-02-14 19:00:00,168.7,169.1,168.7,169,46303
2022-02-14 18:00:00,168.78,168.88,168.6,168.65,22437
2022-02-14 17:00:00,168.88,168.95,168.66,168.75,4574377
2022-02-14 16:00:00,168.16,169.39,167.72,169.13,16476667
2022-02-14 15:00:00,166.9,168.56,166.56,168.16,9299868
2022-02-14 14:00:00,169.28,169.58,166.87,166.89,7123231
2022-02-14 13:00:00,168.88,169.48,168.72,169.28,5395032
2022-02-14 12:00:00,167.89,169.2,167.78,168.875,8376026
2022-02-14 11:00:00,168.42,168.75,167.57,167.885,11146460
2022-02-14 10:00:00,167.55,169,166.86,168.435,10164491
2022-02-14 9:00:00,166.22,168.45,165.92,167.51,800213
2022-02-14 8:00:00,166.49,168.4,166,168.01,505728
2022-02-14 7:00:00,166.22,166.75,165.87,166.49,89271
2022-02-14 6:00:00,165.88,166.6,165.62,166.39,56887
2022-02-14 5:00:00,168.2,168.2,165.25,166,158667
2022-02-11 20:00:00,168.36,168.47,168.1,168.2,78919
2022-02-11 19:00:00,168.68,168.74,168.37,168.42,37724
2022-02-11 18:00:00,168.6,168.78,168.58,168.7,41769
2022-02-11 17:00:00,168.64,169.3,168.32,168.6,10135274
2022-02-11 16:00:00,168.84,169.7,168.04,168.43,18244258
2022-02-11 15:00:00,169.14,170,168.29,168.82,13801566
2022-02-11 14:00:00,171.51,171.85,168.89,169.15,11667469
2022-02-11 13:00:00,171.78,172.2,171.35,171.515,6173178
2022-02-11 12:00:00,172.09,172.56,171.3,171.79,7564825
2022-02-11 11:00:00,171.82,172.695,171.03,172.0899,12363649
2022-02-11 10:00:00,172.47,173.08,171.62,171.8287,10437370
2022-02-11 9:00:00,171.2801,172.74,171.19,172.5,517528
2022-02-11 8:00:00,171.12,172.26,171.12,171.98,157852
2022-02-11 7:00:00,171.31,171.31,170.74,171.06,16593
2022-02-11 6:00:00,170.99,171.4,170.99,171.4,16372
2022-02-11 5:00:00,171.18,171.55,170.76,170.96,34860
2022-02-10 20:00:00,171.83,171.98,171.5,171.79,107103
2022-02-10 19:00:00,172.19,172.37,171.82,171.82,170501
2022-02-10 18:00:00,172.22,172.26,172.02,172.19,2101388
2022-02-10 17:00:00,172.12,172.43,171.81,172.22,3827981
2022-02-10 16:00:00,172.83,173.14,171.55,172.295,15001179
2022-02-10 15:00:00,173.43,173.58,172.52,172.83,8591287
2022-02-10 14:00:00,174.09,174.52,172.37,173.44,9384557
2022-02-10 13:00:00,174.8501,175.06,173.32,174.1,8774160
2022-02-10 12:00:00,174.415,175.01,173.79,174.8475,10282923
2022-02-10 11:00:00,175.09,175.48,174.28,174.405,11469993
2022-02-10 10:00:00,174.25,175.3899,173.75,175.08,11935727
2022-02-10 9:00:00,175.97,176.27,174,174.25,923753
2022-02-10 8:00:00,175.6,175.99,175.6,175.94,67747
2022-02-10 7:00:00,175.52,175.6,175.5,175.51,11584
2022-02-10 6:00:00,175.65,175.68,175.55,175.55,3216
2022-02-10 5:00:00,175.75,175.75,175.39,175.68,18494
2022-02-09 20:00:00,176.14,176.23,175.92,176,39080
2022-02-09 19:00:00,176.4,176.45,176.14,176.14,20653
2022-02-09 18:00:00,176.44,176.59,176.28,176.4001,4625877
2022-02-09 17:00:00,176.22,176.48,175.3865,176.4499,2048513
2022-02-09 16:00:00,175.67,176.33,174.9,176.28,13368757
2022-02-09 15:00:00,175.6091,176.12,175.59,175.67,5630579
2022-02-09 14:00:00,175.82,175.92,175.435,175.6,4764915
2022-02-09 13:00:00,175.43,175.88,175.25,175.815,5447105
2022-02-09 12:00:00,175.7845,175.98,175.2,175.4248,7322676
2022-02-09 11:00:00,175.25,176.1699,175.18,175.7838,9729276
2022-02-09 10:00:00,176.32,176.65,175.0805,175.24,10708075
2022-02-09 9:00:00,176.3805,176.76,175,176.3,837421
2022-02-09 8:00:00,176.3,176.69,175.95,176.57,185212
2022-02-09 7:00:00,176.01,176.45,175.93,176.34,37703
2022-02-09 6:00:00,175.79,176.1,175.79,176.05,40904
2022-02-09 5:00:00,175.35,176,175.35,175.83,26359
2022-02-08 20:00:00,175.25,175.25,174.8,175.17,39550
2022-02-08 19:00:00,174.8,175.35,174.78,175.22,45965
2022-02-08 18:00:00,174.75,174.89,174.73,174.76,1220674
2022-02-08 17:00:00,174.83,175.09,174.48,174.75,1775394
2022-02-08 16:00:00,173.9416,175.35,173.635,174.82,14139505
2022-02-08 15:00:00,174.585,174.81,173.73,173.94,6762964
2022-02-08 14:00:00,174.65,174.795,174.121,174.5852,6762165
2022-02-08 13:00:00,173.88,175.2779,173.69,174.65,10089236
2022-02-08 12:00:00,172.675,174.2,172.67,173.875,9369282
2022-02-08 11:00:00,172.06,172.86,171.43,172.67,9327000
2022-02-08 10:00:00,171.79,172.42,171.5,172.06,9045740
2022-02-08 9:00:00,171.7999,172.32,171.4,171.8,378127
2022-02-08 8:00:00,171.7,171.85,171.37,171.8,133159
2022-02-08 7:00:00,172.1,172.2,171.44,171.69,30684
2022-02-08 6:00:00,171.82,172.4,171.66,172.2,15805
2022-02-08 5:00:00,172.16,172.35,171.82,171.85,13194
2022-02-07 20:00:00,172.4,172.5,172.1,172.4,56612
2022-02-07 19:00:00,172.42,172.58,172.2,172.43,42086
2022-02-07 18:00:00,172,172.57,171.66,172.31,2404737
2022-02-07 17:00:00,171.66,172.16,171.66,172.01,5201754
2022-02-07 16:00:00,172.6016,173.04,170.95,171.71,11048942
2022-02-07 15:00:00,172.6186,172.83,171.97,172.605,5057396
2022-02-07 14:00:00,171.86,172.72,171.74,172.6099,4943439
2022-02-07 13:00:00,172.06,172.44,171.53,171.87,5887044
2022-02-07 12:00:00,173,173.19,171.73,172.065,10471362
2022-02-07 11:00:00,173.45,173.9458,172.82,172.995,9264702
2022-02-07 10:00:00,173.25,173.94,172.39,173.43,15119096
2022-02-07 9:00:00,172.9,173.7,172.35,173.22,2203372
2022-02-07 8:00:00,172.69,173.34,172.59,173.3,124756
2022-02-07 7:00:00,172.2,172.81,172.16,172.74,7115
2022-02-07 6:00:00,172.43,172.91,172.2,172.2,16845
2022-02-07 5:00:00,172.39,172.68,171.8,172.44,36221
2022-02-04 20:00:00,172.52,172.55,172.4,172.5,21286
2022-02-04 19:00:00,172.6,172.6,172.51,172.55,25440
2022-02-04 18:00:00,172.49,172.66,172.39,172.6,1513758
2022-02-04 17:00:00,172.34,172.55,172.02,172.51,2962284
2022-02-04 16:00:00,173.23,174.1,172.22,172.32,11523654
2022-02-04 15:00:00,173.34,173.5,172.52,173.225,7182241
2022-02-04 14:00:00,172.47,173.73,172.46,173.33,7942960
2022-02-04 13:00:00,172.0618,172.61,171.675,172.47,6548970
2022-02-04 12:00:00,171.23,172.62,170.81,172.053,9438854
2022-02-04 11:00:00,172.18,172.92,171.02,171.23,13693057
2022-02-04 10:00:00,170.45,172.3795,170.02,172.19,11085435
2022-02-04 9:00:00,172.8601,173.18,170.29,170.32,1122031
2022-02-04 8:00:00,171.86,173.18,171.72,173.11,301318
2022-02-04 7:00:00,172.85,172.87,171.49,171.65,59875
2022-02-04 6:00:00,173.51,173.51,172.48,172.51,74801
2022-02-04 5:00:00,174.38,174.38,173.55,173.55,46928
2022-02-03 20:00:00,174.25,174.3,173.9901,174.17,109326
2022-02-03 19:00:00,173.95,174.35,173.9,174.2,84243
2022-02-03 18:00:00,174.07,174.39,172.9,174,2108043
2022-02-03 17:00:00,172.9,174.41,172.79,174.11,3711627
2022-02-03 16:00:00,174.4715,174.94,172.12,173,17453426
2022-02-03 15:00:00,175.51,175.81,174.31,174.47,7206389
2022-02-03 14:00:00,175.29,176.03,174.88,175.515,6154397
2022-02-03 13:00:00,174.57,175.465,174.28,175.29,7082209
2022-02-03 12:00:00,175.265,176.03,174.55,174.58,8246212
2022-02-03 11:00:00,174.76,176.2399,174.39,175.26,13238660
2022-02-03 10:00:00,173.67,175.29,173.23,174.7506,9619591
2022-02-03 9:00:00,173.9789,174.5398,173.5,173.68,2584696
2022-02-03 8:00:00,174.23,174.58,173.56,174.21,315060
2022-02-03 7:00:00,173.78,174.4,173.46,174.32,63179
2022-02-03 6:00:00,173.8,173.95,173.64,173.66,21625
2022-02-03 5:00:00,173.9,175,173.68,173.68,76665
2022-02-02 20:00:00,173.51,175.84,173.5,173.75,119471
2022-02-02 19:00:00,174.48,174.81,173.45,173.54,195102
2022-02-02 18:00:00,174.76,175.84,174.1,174.35,7784799
2022-02-02 17:00:00,175.84,175.84,174,174.81,4892464
2022-02-02 16:00:00,175.06,175.88,174.86,175.83,13408111
2022-02-02 15:00:00,174.7791,175.37,174.29,175.0626,7253803
2022-02-02 14:00:00,175.02,175.05,174.3,174.77,5119167
2022-02-02 13:00:00,174.3638,175.05,174.06,175.0202,6541086
2022-02-02 12:00:00,174.69,174.88,173.33,174.365,8974307
2022-02-02 11:00:00,174.71,175.56,174.33,174.69,12063646
2022-02-02 10:00:00,174.61,175.47,173.94,174.7,10645161
2022-02-02 9:00:00,174.9033,175.24,174.53,174.67,1970300
2022-02-02 8:00:00,174.96,175.23,174.75,175.11,238527
2022-02-02 7:00:00,174.66,175.1,174.41,174.94,38374
2022-02-02 6:00:00,175.31,175.31,174.61,174.71,26014
2022-02-02 5:00:00,174.19,175.32,174.11,175.32,82279
2022-02-01 20:00:00,174.28,174.59,174.12,174.45,87875
2022-02-01 19:00:00,174.32,174.32,173.95,174.3,82034
2022-02-01 18:00:00,174.59,174.61,174.25,174.31,145052
2022-02-01 17:00:00,174.57,174.98,173.97,174.5901,6857593
2022-02-01 16:00:00,173.1712,174.84,173.1099,174.61,14204827
2022-02-01 15:00:00,173.08,173.33,172.51,173.17,7420147
2022-02-01 14:00:00,173.38,173.38,172.58,173.073,5590639
2022-02-01 13:00:00,174.205,174.2599,172.98,173.39,7023385
2022-02-01 12:00:00,173.73,174.435,173.5,174.21,9573280
2022-02-01 11:00:00,173.28,173.75,172.35,173.74,12422881
2022-02-01 10:00:00,174.94,174.97,172.31,173.3088,13817692
2022-02-01 9:00:00,174.4999,175.31,174.34,174.94,1888802
2022-02-01 8:00:00,174.22,175.23,174.2,175.05,271221
2022-02-01 7:00:00,174.37,174.48,174.02,174.26,36456
2022-02-01 6:00:00,174.17,174.69,174.1,174.25,35233
2022-02-01 5:00:00,174.5,175.38,174.02,174.5,71681
2022-01-31 20:00:00,174.48,174.5,174.2,174.4,75556
2022-01-31 19:00:00,174.19,174.49,174.19,174.48,66276
2022-01-31 18:00:00,174.35,174.4,174.05,174.17,109389
2022-01-31 17:00:00,174.78,174.96,174.2,174.35,4305491
2022-01-31 16:00:00,173.49,175,172.77,174.8,21967221
2022-01-31 15:00:00,173.28,173.74,173.155,173.4801,8488229
2022-01-31 14:00:00,172.98,173.545,172.7,173.28,7970433
2022-01-31 13:00:00,173.3,173.335,172.35,172.9708,8763276
2022-01-31 12:00:00,173.07,173.58,172.38,173.295,11053758
2022-01-31 11:00:00,172.53,173.62,172.27,173.08,18673820
2022-01-31 10:00:00,170.57,172.9,169.51,172.52,17979359
2022-01-31 9:00:00,170.55,170.86,169.63,170.57,2226716
2022-01-31 8:00:00,170.69,170.85,169.63,170.3,397512
2022-01-31 7:00:00,170.49,170.82,170.21,170.61,80428
2022-01-31 6:00:00,171.5,171.57,170.08,170.33,216928
2022-01-31 5:00:00,170.7,172.01,170.7,171.55,95595
2022-01-28 20:00:00,170.47,170.82,170.33,170.7,159754
2022-01-28 19:00:00,170.35,170.53,170.34,170.48,96580
2022-01-28 18:00:00,170.03,170.55,169.99,170.35,3751761
2022-01-28 17:00:00,170.33,170.33,169.95,170.02,3873931
2022-01-28 16:00:00,167.83,170.35,167.73,170.3499,31522152
2022-01-28 15:00:00,168.44,168.76,166.52,167.835,15202032
2022-01-28 14:00:00,168.11,168.86,167.73,168.45,12018613
2022-01-28 13:00:00,168.77,169.14,167.71,168.12,16038674
2022-01-28 12:00:00,166.84,168.77,166.62,168.77,24196680
2022-01-28 11:00:00,164.48,166.85,164.01,166.84,27279468
2022-01-28 10:00:00,163.99,166.865,162.8,164.4501,31572961
2022-01-28 9:00:00,165.4501,165.79,161.86,164,3549405
2022-01-28 8:00:00,165.5,165.94,162.8,163.39,1257325
2022-01-28 7:00:00,165.68,165.76,164.29,165.4,240050
2022-01-28 6:00:00,165.99,166,165.02,165.67,203915
2022-01-28 5:00:00,167.8,167.8,165.75,165.91,243651
2022-01-27 20:00:00,166.7,167.3,165.75,167.25,662671
2022-01-27 19:00:00,167.2001,168.38,166.41,166.7,1392120
2022-01-27 18:00:00,165.65,168,159.22,167.29,4833442
2022-01-27 17:00:00,159.22,166,157.5,165.17,9961557
2022-01-27 16:00:00,159.375,159.97,158.28,159.2,21163564
2022-01-27 15:00:00,159.77,160.65,158.77,159.37,12505961
2022-01-27 14:00:00,160.9,161.14,158.59,159.7899,13280862
2022-01-27 13:00:00,162.689,162.705,160.08,160.905,13422355
2022-01-27 12:00:00,162.96,163.39,162.18,162.67,11320265
2022-01-27 11:00:00,163.08,163.81,161.68,162.97,14601865
2022-01-27 10:00:00,162.02,163.84,161.7,163.07,13139557
2022-01-27 9:00:00,160.9999,162.06,159.321,162.03,889133
2022-01-27 8:00:00,161,161.7,160.51,161.56,256210
